"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","scientificName","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","class","individualCount","occurrenceRemarks","recordedBy","continentOcean","verbatimLongitude","verbatimLatitude","sex","scientificNameAuthorship","preparationType","recordNumber","fieldNumber","infraspecificEpithet","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","previousCatalogNumber","relationshipType"
"90","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","225970006","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","São Luís do Paraitinga","Os dados foram coletados na zona rural do município, em até 2mil metros ao redor do ponto de GPS, por meio de 10 questionários estruturados (reg. pil02).","-45.167791","-23.233176",NA,NA,"Chordata","Mammalia",NA,NA,"Camila Alvez Islas","South America","-45.167791","-23.233176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","225980008","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Natividade da Serra","Os dados foram coletados na zona rural do município, em até 2mil metros ao redor do ponto de GPS, por meio de 10 questionários estruturados (reg. pil03).","-45.33298","-23.336155",NA,NA,"Chordata","Mammalia",NA,NA,"Camila Alvez Islas","South America","-45.33298","-23.336155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","171820002","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Borebi",NA,"-48.883301","-22.8167",NA,NA,"Chordata","Mammalia",NA,"Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Avaré.","Equipe Técnica do DEPRN de Avaré.","South America","-48.883301","-22.8167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172840026","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Botucatu",NA,"-48.116699","-22.65",NA,NA,"Chordata","Mammalia",NA,"Instituto de Biologia da Universidade de São Paulo (USP). [ on line ]. Disponível em URL: www.ib.usp.br/ceo/listaun/listabarric.html. Arquivo consultado em 05/11/2002; JIM, J. Aspectos ecológicos dos anfibios registrados na região de Botucatu, São paulo (","Instituto de Biologia da USP (04/10/2002); JIM, J. (1980); Equipe Técnica do DEPRN de Botucatu¹.","South America","-48.116699","-22.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","173020002","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Franca",NA,"-46.883301","-23.200001",NA,NA,"Chordata","Mammalia",NA,"Adisan Engenharia e Projetos. Sistema de disposição final de resíduos sólidos urbanos- Municipio de Franca - Aterro Sanitário. Extremo sudoeste do Municipio de Franca, próximo à divisa do Municipio de Restinga, Franca, 2002 (RIMA); Bauart : Engenharia. Hi","Adisan Engenharia e Projetos (2002) - RIMA; Bauart : Engenharia.(1990) - RIMA; Equipe Técnica do DEPRN de Franca¹.","South America","-46.883301","-23.200001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","104530002","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Ipeúna","reflorestamento de eucalipto, Fazenda São João II, área arrendada para RIPASA","-47.840801","-22.412701",NA,NA,"Chordata","Mammalia",NA,"Dotta, Graziela. 2005. Diversidade de mamíferos de médio e grande porte em relação à paisagem da bacia do Rio Passa-Cinco, São Paulo. Universidade de São Paulo, Piracicaba, SP.","Graziela Dotta","South America","-47.840801","-22.412701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172780003","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Ubirajara",NA,"-48.599998","-22.633301",NA,NA,"Chordata","Mammalia",NA,"Linha de Terra Planejamento Ambiental Fazenda Marcicano. Projeto Agropecuário. Santa Cruz do Rio Pardo, 1990 (RIMA); Equipe Técnica do Departamento de Proteção dos Recursos Naturais (DEPRN) de Ourinhos.","Linha de Terra (1990) - RIMA; Equipe Técnica do DEPRN de Ourinhos¹.","South America","-48.599998","-22.633301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2018-10-18 11:37:11-03","ZUEC","ZUEC-MAM","1489","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1992","01","01","Brasil","São Paulo","Américo Brasiliense","Clube Náutico Araraquara","-48.099722222222","-21.72",NA,NA,"Chordata","Mammalia","Pata dianteira","Georreferenciado utilizando a ferramenta data cleaning/geoLoc <U+0096> CRIA/fonte municípios do IBGE","Wesley Rodrigues Silva & Emygdio Leite de Araujo Monteiro Filho",NA,"48W05'59''","21S43'12''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2018-10-18 11:37:11-03","ZUEC","ZUEC-MAM","1490","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1992","01","01","Brasil","São Paulo","Américo Brasiliense","Clube Náutico Araraquara","-48.099722222222","-21.72",NA,NA,"Chordata","Mammalia","Pegada traseira","Georreferenciado utilizando a ferramenta data cleaning/geoLoc <U+0096> CRIA/fonte municípios do IBGE","Wesley Rodrigues Silva & Emygdio Leite de Araujo Monteiro Filho",NA,"48W05'59''","21S43'12''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2018-10-18 11:37:11-03","ZUEC","ZUEC-MAM","1515","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1992","06","13","Brasil","Minas Gerais","Uba",NA,"-42.942777777778","-21.120277777778",NA,NA,"Chordata","Mammalia","Crânio","Georreferenciado utilizando a ferramenta data cleaning/geoLoc <U+0096> CRIA/fonte municípios do IBGE",NA,NA,"42W56'34''","21S07'13''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2018-10-18 11:37:12-03","ZUEC","ZUEC-MAM","1534","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1989","01","27","Brasil","São Paulo","Ribeirão Preto",NA,"-47.81","-21.170277777778",NA,NA,"Chordata","Mammalia","Crânio","Georreferenciado utilizando a ferramenta data cleaning/geoLoc <U+0096> CRIA/fonte municípios do IBGE- Morto no Zool.Piracicaba - Reg.201",NA,NA,"47W48'36''","21S10'13''","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2018-10-18 11:37:14-03","ZUEC","ZUEC-MAM","1832","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1995","04","17","Brasil","Minas Gerais","Passos","Km 201, Rodovia Belo Horizonte, Passos mun. Rihumim","-46.609444444444","-20.719166666667",NA,NA,"Chordata","Mammalia","Pele e Crânio","Georreferenciado utilizando a ferramenta data cleaning/geoLoc <U+0096> CRIA/fonte municípios do IBGE","Adão José Cardoso",NA,"46W36'34''","20S43'09''","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2018-10-18 11:37:15-03","ZUEC","ZUEC-MAM","1916","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1996","04","11","Brasil","São Paulo","Piracicaba",NA,"-47.639722222222","-22.72",NA,NA,"Chordata","Mammalia","Pele e Crânio","Georreferenciado utilizando a ferramenta data cleaning/geoLoc <U+0096> CRIA/fonte municípios do IBGE- Atropelado","Engel, R.",NA,"47W38'23''","22S43'12''","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2018-10-18 11:37:18-03","ZUEC","ZUEC-MAM","2376","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brasil","São Paulo","Santos","Serra do Mar","-46.33","-23.96",NA,NA,"Chordata","Mammalia","Pele e Crânio","Georreferenciado utilizando a ferramenta data cleaning/geoLoc <U+0096> CRIA/fonte municípios do IBGE- Atropelado","Rodrigo A. Nobrega",NA,"46W19'48''","23S57'36''","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2018-10-18 11:37:14-03","ZUEC","ZUEC-MAM","1845","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1994","07","01","Brasil","São Paulo","Piracaia",NA,"-46.349722222222",NA,NA,NA,"Chordata","Mammalia","Pele e Crânio","Georreferenciado utilizando a ferramenta data cleaning/geoLoc <U+0096> CRIA/fonte municípios do IBGE","Ariovaldo Antonio Giaretta",NA,"46W20'59''","23S02'60''","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-09-24 15:09:58-03","MCZ","HU-ZOO","34261","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1700","01","01","Brazil",NA,NA,NA,"-55","-10",NA,NA,"Chordata","Mammalia","1",NA,NA,"South America","-55","-10",NA,"(Illiger, 1815)","skull (dry); skin (dry)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-09-24 15:09:58-03","MCZ","HU-ZOO","42147","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1700","01","01","Brazil",NA,NA,"Matto Grosso","-48.616667","-18.733333",NA,NA,"Chordata","Mammalia","1",NA,NA,"South America","-48.616667","-18.733333",NA,"(Illiger, 1815)","skeleton (dry)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2015-04-15 15:18:42-03","UNEMAT","CM","CM776","S","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","2014","08","16","Brasil","MT","Água Boa","Br 158 Km 574","-52.193889","-14.178611",NA,NA,"Chordata","Mammalia",NA,"Obs: Atropelado, estava em adiantado estado de decomposição","Anacleto, T. C.","América do Sul","52° 11' 38 W","14° 10' 43,0 S","m",NA,"seca","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2015-04-15 15:18:42-03","UNEMAT","CM","CM684","S","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","2013","02","17","Brasil","MT","Água Boa","Br 158 Km 629","-52.302722","-14.524611",NA,NA,"Chordata","Mammalia",NA,"Habitat: Alterado - pastagem nas 2 margens da rodovia; Obs: Encontrado atropelado próximo à Fazenda Grão de Ouro","Tavares, T. C.","América do Sul","52° 18' 09,8 W","14° 31' 28,6 S","-",NA,"seca","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-04-15 15:18:42-03","UNEMAT","CM","CM770","S","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","2014","05","19","Brasil","MT","Nova Xavantina","Br 158 Km 675","-52.303556","-14.805611",NA,NA,"Chordata","Mammalia",NA,"Habitat: Mata de galeria; Obs: Atropelado na Br sentido Barra do Garças","Oliveira, J. C. A.","América do Sul","52° 18' 12,8 W","14º 48' 20,2 S",NA,NA,"seca","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2015-03-23 16:03:13-03","UNEMAT","CM","CM413","S","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","2010","01","29","Brasil","MT","Barra do Garças","Br 158 Km 685","-52.2567","-15.89","123012","auto","Chordata","Mammalia",NA,"Obs: Animal atropelado","Anacleto, T. C.","América do Sul",NA,NA,"M",NA,"seca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2015-03-23 16:03:13-03","UNEMAT","CM","CZJR093","S","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","2000","06","24","Brasil","MT","Campinápolis","Rod. Mun. João Jacinto km 1","-52.8947","-14.5156","100133","auto","Chordata","Mammalia",NA,"Obs: Encontrado morto","Rocha, E. C.","América do Sul",NA,NA,NA,NA,"seca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2015-03-23 16:03:13-03","UNEMAT","CM","CZJR097","S","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","2000","02","17","Brasil","MT","Campinápolis","Reserva Indígena - Aldeia S. José","-52.8947","-14.5156","100133","auto","Chordata","Mammalia",NA,"Obs: mand. Inferior","Rocha, E. C.","América do Sul",NA,NA,NA,NA,"seca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2018-07-12 14:00:54-03","MCN-PUC-MINAS","MCN-M","MCN-M 1790","S","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1997","08","22","Brasil","MG","Indianópolis","UHE Miranda","-47.9169006347656","-19.0386009216309","30244","auto","Chordata","Mammalia",NA,"Pele: Não Crânio Pós-crânio",NA,NA,NA,NA,"M",NA,NA,NA,"N 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2018-07-12 14:00:54-03","MCN-PUC-MINAS","MCN-M","MCN-M 1882","S","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","2007","03","10","Brasil","MG","Luz","Rodovia BR 262","-45.6856002807617","-19.801399230957","31171","auto","Chordata","Mammalia",NA,"Pele: Não Crânio Pós-crânio",NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2015-03-30 16:48:18-03","MCN-PUC-MINAS","MCN-M","MCN-M 1883","S","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1989","11","01","Brasil","MG","Pompéu",NA,"-44.9352989196777","-19.2243995666504","51679","auto","Chordata","Mammalia",NA,"Pele: Não Crânio Pós-crânio",NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-09-23 11:30:53-03","Berkeley","MVZ_BR","MVZ:Mamm:198039","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus species","1998","08","26","Brazil","Mato Grosso do Sul",NA,"Rodovia BR 463, km 20, 12 km W Dourados","-54.9125","-22.2455556",NA,NA,"Chordata","Mammalia","1","collector number=607","Collector(s): Leonora P. Costa","South America","-54.9125","-22.2455556","female",NA,"tissue (frozen); tissue (froze","607",NA,"species","James L. Patton","2002","01","23","459","459",NA,NA
"117","2019-10-03 11:21:45-03","MBML","MBML-MAMIFEROS","3629","PreservedSpecimen","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","2016","12","13","Brasil","Espírito Santo","Viana","Km 306 na BR-101, próximo ao Parque Industrial, pista norte.","-40.461944","-20.392778",NA,NA,NA,NA,NA,NA,"Inspetores de tráfego da BR-101.",NA,"40°27'43W","20°23'34S",NA,NA,NA,NA,NA,NA,"Juliana Paulo da Silva",NA,NA,NA,"21","21",NA,NA
"118","2017-03-30 08:55:27-03","UFMG-ICB","UFMG-BDT","MM000186","S","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brasil","Minas Gerais","Bom Despacho","BR 262","-45.200222","-19.788",NA,NA,"Craniata","Mammalia",NA,"o crânio foi levado para C.Zool. Mario Cozzuol","Fabrício R. Santos","América do Sul","45°12'00.8W","19°47'16.8S","s/ID",NA,NA,NA,NA,NA,"Fabricio R. Santos",NA,NA,NA,NA,NA,"M001762",NA
"119","2019-11-11 16:19:59-03","UNICAMP","FNJV","0007782","MachineObservation","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1989","12","27","Brazil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão","-40.6002998352051","-19.9356002807617","23813","auto","Chordata","Mammalia",NA,NA,"Sérgio Lucena Mendes",NA,NA,NA,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://www2.ib.unicamp.br/fnjv/collection.php?fnjv=0007782 class=audio target=fnjv>Maiores informações e Áudio</a>"
"120","2019-11-11 16:19:59-03","UNICAMP","FNJV","0007731","MachineObservation","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1985","03","10","Brazil","São Paulo","São Paulo","Instituto Florestal","-46.6300010681152","-23.5400009155273","53584","auto","Chordata","Mammalia","1","Tipo de vocalização: Canto","LM",NA,NA,NA,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://www2.ib.unicamp.br/fnjv/collection.php?fnjv=0007731 class=audio target=fnjv>Maiores informações e Áudio</a>"
"121","2019-07-18 10:57:06-03","UFES","UFES-CTA","1555","S","Animalia","Carnivora","Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus","1998","08","26","Brasil","Mato Grosso do Sul","Dourados","Rodovia BR 463, km 20, 12 km W Dourados","-54.9125","-22.2455555555556",NA,NA,"Chordata","Mammalia","1",NA,"Leonora Pires Costa","América do Sul","-54,9125","-22,2455555555556","F",NA,"tecido (ETOH)","LPC 607",NA,NA,NA,NA,NA,NA,"459","459",NA,NA
