"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","recordNumber","stateProvince","previousCatalogNumber","yearIdentified","county","coordinatePrecision","geoFlag","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","sex","preparationType","individualCount","dayIdentified","relatedCatalogItem"
"192","2019-10-09 11:10:02-03","UFBA","ALCB","024370","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Guedes, ML","1993","02","28","Southern America","Brasil","Sudoeste, Distrito de Itanagé","-41.833333","-13.633333","-41.833333","-13.633333","folhas discolroes. Inflorescência em capítulos.",NA,NA,"Dicotyledon","Semir, J","2852","Bahia",NA,"2010","Livramento de Nossa Senhora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-10-09 11:10:02-03","UFBA","ALCB","027079","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Amorim, AMA; Carvalho, AM de; Jardim, JG; Silva, JR","1993","02","21","Southern America","Brasil","Piemonte da Diamantina, Estrada Jacobina-Itaitu, ca. de 22 km a partir da Sede do município.","-40.483333","-11.3","-40.483333","-11.3","Folhas discolores, face ventral verde, dorsal acinzentada. Capítulos alvo-arroxeados. Frutos amarronzados.",NA,NA,"Dicotyledon","Rob., H","981","Bahia",NA,"1993","Jacobina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-10-09 11:10:02-03","UFBA","ALCB","033570","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Harley, RM; Gasson, P; Nic Lughadha, E; Giulietti, AM; Silva, LB da","1997","03","06","Southern America","Brasil","Piemonte da Diamantina, Estrada para Lagoa Nova","-41.055278","-11.749444","-41.055278","-11.749444","0,60 m, ramificado, caule com casca marrom-escura. Folhas com face abaxial esbranquiçada, adaxial verde-acinzentada. Brácteas involucrais verde-claro, ápice vináceo, coorla lilás; estigma, estilete e cilindro da antera lilás mais escuro.; Mata seca,",NA,NA,"Dicotyledon","Harley, RM","PCD6092","Bahia",NA,"1997","Morro do Chapéu",NA,NA,"03","876","876",NA,NA,NA,NA,NA,NA
"195","2019-10-09 11:10:02-03","UFBA","ALCB","033601","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Hind, DJN; Giulietti, AM; Harley, RM; Smith, S","1996","07","02","Southern America","Brasil","Piemonte da Diamantina, Serra do Tombador","-40.6725","-11.086944","-40.6725","-11.086944","1,00 m, ramos jovens com pilosidades vinácea e cinza. Flores lilases. Frequente.; Arenito.",NA,NA,"Dicotyledon","Hind, DJN","PCD&nf;3337","Bahia",NA,"1996","Jacobina",NA,NA,"07","729","729",NA,NA,NA,NA,NA,NA
"196","2019-10-09 11:10:02-03","UFBA","ALCB","033682","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Bautista, HP; Hind, DJN; Smith, S; Harley, RM","1996","07","06","Southern America","Brasil","Piemonte da Diamantina, Barracão de Cima","-40.545278","-11.018611","-40.545278","-11.018611","até 70 cm, muito ramificado, caule ramos castanhos com pelos; ramos novos verdes com pelos roxos. Folhas membranáceas, discolores, face abaxial verde-acinzentada. Inflorescência com filários verdes, os mais internos de ápice arroxeado, corola alva, l",NA,NA,"Dicotyledon","Hind, DJN","PCD3456","Bahia",NA,"1996","Jacobina",NA,NA,"07","632","632",NA,NA,NA,NA,NA,NA
"197","2019-10-09 11:10:02-03","UFBA","ALCB","033858","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Harley, RM; Giulietti, AM; Atkins, S","1997","02","11","Southern America","Brasil","Paraguaçu, 14 km, ao longo do rio Paraguassu. Solo arenoso, margem do rio","-40.116667","-12.716667","-40.116667","-12.716667","muito ramificada, cca. 60 cm, aromática, caules mais velhos pretos. Folhas discolores, face superior verde, inferior acinzentada. Brácteas involucrais verde-claro; colora alva; estames com filetes alvos, cilindro de anteras roxas, estiletes alvos.; b",NA,NA,"Dicotyledon","Bautista, HP; Hind, DJN","5497","Bahia",NA,"2000","Iaçu",NA,NA,"09","707","707",NA,NA,NA,NA,NA,NA
"198","2019-10-09 11:10:02-03","UFBA","ALCB","04242","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Pinto, GCP","1974","08",NA,"Southern America","Brasil","Recôncavo Sul","-39.1","-12.666667","-39.1","-12.666667","Muito ramificado.; Em campos abertos. Pastos degradados.",NA,NA,"Dicotyledon","Barroso, GM","42375","Bahia",NA,NA,"Cruz das Almas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-10-09 11:10:02-03","UFBA","ALCB","04243","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, AL","1962","11","02","Southern America","Brasil","Recôncavo Sul, Oliveira de Campinho","-38.7","-12.533333","-38.7","-12.533333",NA,NA,NA,"Dicotyledon",NA,"s/n","Bahia",NA,NA,"Santo Amaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-10-09 11:10:02-03","UFBA","ALCB","04244","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, AL","1961","11","02","Southern America","Brasil","Recôncavo Sul","-39.1","-12.666667","-39.1","-12.666667",NA,NA,NA,"Dicotyledon","Peso, MC","921","Bahia",NA,"1986","Cruz das Almas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-10-09 11:10:02-03","UFBA","ALCB","04245","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, AL","1961","11","02","Southern America","Brasil","Recôncavo Sul","-39.1","-12.666667","-39.1","-12.666667",NA,NA,NA,"Dicotyledon","Peso, MC","925","Bahia",NA,"1986","Cruz das Almas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-10-09 11:10:02-03","UFBA","ALCB","04246","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, AL","1961","11","02","Southern America","Brasil","Recôncavo Sul","-39.1","-12.666667","-39.1","-12.666667",NA,NA,NA,"Dicotyledon","Peso, MC","918","Bahia",NA,"1986","Cruz das Almas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-10-09 11:10:02-03","UFBA","ALCB","106431","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Ogasawara, HA; Silva, MS","2012","10","18","Southern America","Brasil","Recôncavo Sul, Serra da Jibóia, Reserva Jequitibá","-39.479444","-12.873333","-39.479444","-12.873333","ca. 1,60m alt. Folhas discolores; brácteas involucrais verdes; corola rósea a alva; ramos do estilete lilases e anteras roxas; pápus creme.",NA,NA,"Dicotyledon","Ogasawara, HA","277","Bahia",NA,"2012","Elísio Medrado",NA,NA,"10","574","574",NA,NA,NA,NA,NA,NA
"204","2019-10-09 11:10:02-03","UFBA","ALCB","127652","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Staudt, MG; Amorim, VO; Gandara, A","2015","06","16","Southern America","Brasil","Rio Ventura. Saída do Ventura para Santa Úrsula.","-41.000278","-11.676111","-41.000278","-11.676111","ca. 1,5 m alt. Folhas discolores. Brácteas involucrais verdes, corola branca, estilete lilás.; Borda da mata. Solo argilo-arenoso.","ALCB044794",NA,"Dicotyledon","Staudt, MG","36","Bahia",NA,"2015","Morro do Chapéu",NA,NA,"06","726","726",NA,NA,NA,NA,NA,NA
"205","2019-10-09 11:10:02-03","UFBA","ALCB","129661","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, G; Alves, T; Vieira, G; Souza, J","2017","06","20","Southern America","Brasil","Lajedo da Igreja.","-39.545556","-12.945278","-39.545556","-12.945278","Capítuos acastanhados.; Afloramento rochoso.","ALCB047245","ALCB047245","Dicotyledon","Fonseca, GV","2506","Bahia",NA,"2017","Elísio Medrado",NA,NA,"11",NA,NA,NA,NA,NA,NA,"17",NA
"206","2019-10-09 11:10:02-03","UFBA","ALCB","133454","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Oliveira, AA","2018","08","19","Southern America","Brasil","Barro Branco, Sítio do Eldhen.","-41.413056","-12.528889","-41.413056","-12.528889","ca.1 m alt. Folhas discolores. Brácteas verdes - incanas, corola rósea.","ALCB054535","ALCB054535","Dicotyledon","Roque, N","01","Bahia",NA,"2018","Lençóis",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-10-09 11:10:02-03","UFBA","ALCB","134765","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Souza, BCJ; Costa, BA; Silva, SRB; Carvalho, CJ",NA,NA,NA,"Southern America","Brasil","Lajedo da Porangaba.","-40.255556","-14.321111","-40.255556","-14.321111","Arbusto; Folhas verdes, levemente discolores; Flores com pétalas lilás e sépalas verdes; Vegetação encontrada no Bioma Caatinga - vegetação de afloramento rochoso, rodeado por mata de cipó.","ALCB060284","ALCB060284","Dicotyledon",NA,"16","Bahia",NA,NA,"Boa Nova",NA,NA,NA,"903","903",NA,NA,NA,NA,NA,NA
"208","2019-10-09 11:10:02-03","UFBA","ALCB","16731","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Noblick, LR","1985","03","13","Southern America","Brasil","Paraguaçu, Suíbra (Boa Sorte), 18 km a leste da cidade, seguindo a ferrovia","-40.116667","-12.716667","-40.116667","-12.716667","1 m alt. Folhas aromáticas e flores de corola rasa.; Ocasional na beira do caminho",NA,NA,"Dicotyledon","Noblick, LR","3664","Bahia",NA,"1985","Iaçu",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-10-09 11:10:02-03","UFBA","ALCB","19378","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Noblick, LR","1985","07","05","Southern America","Brasil","Recôncavo Sul, Fazenda Mocambo","-39.166667","-12.933333","-39.166667","-12.933333","1 m alt. Folhas aromáticas e pétalas liláses. Comum.",NA,NA,"Dicotyledon","Noblick, LR","3970","Bahia",NA,"1985","Dom Macedo Costa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-10-09 11:10:02-03","UFBA","ALCB","21010","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Mattos Silva, LA; Hage, JL; Santos, EB dos","1988","04","06","Southern America","Brasil","Sudoeste, Fazenda Espírito Santo. Ramal com entrada a 7 km do Sul de Poções, ladodireito, próximo ao Posto Atalaia-2. Sede da Fazenda, distante 3 km da Rodovia","-40.35","-14.516667","-40.35","-14.516667","20 a 40 cm alt. Flores brancas. Coleta para análises.; Solo sílico-argiloso.",NA,NA,"Dicotyledon",NA,"2340","Bahia",NA,NA,"Poções",NA,NA,NA,"770","770",NA,NA,NA,NA,NA,NA
"211","2019-10-09 11:10:02-03","UFBA","ALCB","21363","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Gusmão, EF de","1975","02","22","Southern America","Brasil","Sudoeste","-40.833333","-14.85","-40.833333","-14.85",NA,NA,NA,"Dicotyledon",NA,"s/n","Bahia",NA,NA,"Vitória da Conquista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-10-09 11:10:02-03","UFBA","ALCB","52008","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Vieira, DR","2010","02","10","Southern America","Brasil","Recôncavo Sul, Murutuba","-38.95","-12.616667","-38.95","-12.616667","80 cm alt., tomentoso. Folhas membranáceas, discolores. Flores amareladas.",NA,NA,"Dicotyledon","Dematteis, M","01","Bahia",NA,"2007","Cachoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-10-09 11:10:02-03","UFBA","ALCB","55318","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Bautista, HP; Jesus, NG de; Ribeiro, T; Tourinho, R;","2001","04","10","Southern America","Brasil","Piemonte da Diamantina, Serra da Paciência","-40.379167","-10.693056","-40.379167","-10.693056","Perfumado. Folhas papiráceas, discolores, face abaxial grísea. Flores alvas, filárias verdes.; Vegetação com grandes áreas abertas. Substrato pedregoso.",NA,NA,"Dicotyledon","Bautista, HP","3117","Bahia",NA,"2001","Pindobaçu",NA,NA,"04","1200","1200",NA,NA,NA,NA,NA,NA
"214","2019-10-09 11:10:02-03","UFBA","ALCB","55374","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Ribeiro, T; Bautista, HP; Jesus, NG de; Tourinho, R","2001","04","05","Southern America","Brasil","Piemonte da Diamantina, Entre a Fazenda Pé de Serra e o riacho do Caldeirão","-40.554444","-11.4075","-40.554444","-11.4075","Ereto, perfumado. Folhas semi-papiráceas.; Vegetação semi-caducifolia.",NA,NA,"Dicotyledon","Bautista, HP","133","Bahia",NA,"2001","Miguel Calmon",NA,NA,"04","820","820",NA,NA,NA,NA,NA,NA
"215","2019-10-09 11:10:02-03","UFBA","ALCB","58983","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Jardim, JG; Aguiar, AC de; Sant'Ana, SC de; Juchum, F; Paixão, JL da;","2000","02","24","Southern America","Brasil","Recôncavo Sul, 14,5 km na rod. Elísio Medrado/Sta. Teresinha. Torre da Embratel, ca. 7 km do Distrito de Pedra Branca, Serra da Jibóia","-39.475833","-12.853611","-39.475833","-12.853611","Ca. 1 m alt. Folhas discolores, verde na face superior e a face inferior alvacenta. Flores lilás-claro, periclínio verde.",NA,NA,"Dicotyledon","Dematteis, M","2809","Bahia",NA,"2007","Santa Teresinha",NA,NA,NA,"750","750",NA,NA,NA,NA,NA,NA
"216","2019-10-09 11:10:02-03","UFBA","ALCB","63905","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","França, F; Oliveira, RP de; Silva, MM da; Arcanjo, M","2000","05","04","Southern America","Brasil","Recôncavo Sul, Mata da bica.","-38.765556","-12.570278","-38.765556","-12.570278","Ca. 1,5 m alt. Folha membranácea discolor: face abaxial esbranquiçada. Corola branca e lilásno ápice quando botão. Estlete branco.; Área antropizada.",NA,NA,"Dicotyledon","Bautista, HP; Hind, DJN","3328","Bahia",NA,"2000","Santo Amaro",NA,NA,"09","55","55",NA,NA,NA,NA,NA,NA
"217","2019-10-09 11:10:02-03","UFBA","ALCB","65787","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Guedes, ML; Alunos de Botânica III; Alunos de Botânica III","2004","04","04","Southern America","Brasil","Piemonte da Diamantina, Ventura","-41.15","-11.55","-41.15","-11.55","de ca 1m., caule com pêlos avermelhados. Folhas membranáceas, tomentosas. Flores liláses.; arbustiva-arbórea",NA,NA,"Dicotyledon","Roque, N","10968","Bahia",NA,"2004","Morro do Chapéu",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-10-09 11:10:02-03","UFBA","ALCB","65796","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Guedes, ML; Alunos de Botânica III; Alunos de Botânica III","2004","04","04","Southern America","Brasil","Piemonte da Diamantina, Ventura","-41.15","-11.55","-41.15","-11.55","de ca 1m. caule com pêlos avermelhados. Folhas membranáceas, tomentosas. Flores liláses.; arbustiva-arbórea",NA,NA,"Dicotyledon","Guedes, ML","10977","Bahia",NA,"2004","Morro do Chapéu",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-10-09 11:10:02-03","UFBA","ALCB","69882","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, MA; Guedes, ML; Valadão, RM; Carvalho, G","2005","10","30","Southern America","Brasil","Recôncavo Sul, Fazenda Acajú","-39.6","-13.016667","-39.6","-13.016667","De 40cm. Folhas membranáceas discolores. Inflorescência capítulos de flores liláses.; Fazenda Acajú.",NA,NA,"Dicotyledon","Guedes, ML; Costa, MA","59","Bahia",NA,"2006","Amargosa",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-10-09 11:10:02-03","UFBA","ALCB","75935","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Guedes, ML; Carvalho, G; Santos, JS; Valadão, RM","2006","12","23","Southern America","Brasil","Piemonte da Diamantina, Entorno do Parque de Sete passagens. Mat Grosso. Algodões Ponto 230","-40.549444","-11.440833","-40.549444","-11.440833","Folhas membranáceas, vilosas. Inflorescência capítulos com flores alvas.",NA,NA,"Dicotyledon","Guedes, ML","13286","Bahia",NA,"2007","Miguel Calmon",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-10-09 11:10:02-03","UFBA","ALCB","80859a","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Mattos Andrade, PE de","2006","03","23","Southern America","Brasil","Piemonte da Diamantina","-40.195278","-10.368056","-40.195278","-10.368056","Ca. 4 m alt. Caule escuro e ramos mais claros. Folhas cartáceas discolores. Flores verdes.",NA,NA,"Dicotyledon","Moura, L","39","Bahia",NA,"2012","Senhor do Bonfim",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-10-09 11:10:02-03","UFBA","ALCB","128501","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Guedes, ML; Amaral, ECA do; Xavier, BIA; Santos, JJ dos; et al.","2017","06","17","Southern America","Brasil","Chapada Diamantina, Margens do Rio Bonito.","-41.166667","-12.683333","-41.166667","-12.683333","Folhas membranáceas, discolores, face abaxial vilosa. Inflorescência com capítulos congestos.","ALCB045685","ALCB045685","Dicotyledon","Guedes, ML","25740","Bahia",NA,"2017","Wagner",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-10-09 11:10:02-03","UFBA","ALCB","80512","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Moraes, AO; França, F; Lima, CT de; Souza, D","2006","08","25","Southern America","Brasil","Piemonte da Diamantina","-40.773056","-11.703611","-40.773056","-11.703611","ca. 1,5 m. Folhas membranáceas, discolores. Flors com capítulos passados.",NA,NA,"Dicotyledon","Bautista, HP","258","Bahia",NA,"2008","Morro do Chapéu",NA,NA,"10","206","206",NA,NA,NA,NA,NA,NA
"224","2019-10-09 11:10:02-03","UFBA","ALCB","102673","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Moura, L; Vieira, TL; Stadnik, A","2011","09","22","Southern America","Brasil","Piemonte da Diamantina, Fazenda Lajedinho, pé da Serra do Tombador","-40.698333","-11.258056","-40.698333","-11.258056","ca. 1m, folhas discolores, brácteas involucrais marrons, papus creme.",NA,NA,"Dicotyledon","Moura, L","90","Bahia",NA,"2012","Jacobina",NA,NA,"02","740","740",NA,NA,NA,NA,NA,NA
"225","2019-10-09 11:10:02-03","UFBA","ALCB","123366","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Guedes, ML; Alunos de Botânica BIOC05","2016","03","12","Southern America","Brasil","Ponto 7. margem do Rio Bonito.","-41.266667","-12.466667","-41.266667","-12.466667","Folhas papiráceas, discolores, face abaxial com indumento lanoso, aromática. Inflorescência capítulos em botões, flores alvas.","ALCB010598","ALCB010598","Dicotyledon","Guedes, ML","24376","Bahia",NA,"2016","Wagner",NA,NA,"04","600","600",NA,NA,NA,NA,NA,NA
"226","2019-10-09 11:10:02-03","UFBA","ALCB","134335","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Guedes, ML; Lopes, EB","2018","10","04","Southern America","Brasil","Recôncavo Sul, Fazenda do Sr. Getúlio, Margem do Rio Cai Camarão.","-38.083333","-12.6425","-38.083333","-12.6425","Folhas membranáceas, discolores, face abaxial com indumento amarelado. Botões jovens.","ALCB059110","ALCB059110","Dicotyledon","Guedes, ML","31014","Bahia",NA,"2019","Varzedo",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-10-09 11:10:02-03","UFBA","ALCB","125218","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, G; Jardim, JG; Caiafa, A; Martins, MLL; et al.","2015","10","16","Southern America","Brasil","Serra da Copioba.","-39.089444","-12.847222","-39.089444","-12.847222","Capítulos marrons.","ALCB031013","ALCB031013","Dicotyledon","Guedes, ML","1545","Bahia",NA,"2016","São Filipe",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-10-09 11:10:02-03","UFBA","ALCB","129693","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Fonseca, GV; Fonseca, WO; Correia, FR; Santana, CR","2017","08","23","Southern America","Brasil","Serra da Jibóia.","-39.487778","-12.844167","-39.487778","-12.844167","flores rosas no ápice da corola, tubo da vorola branco, estilete dífido.","ALCB047310","ALCB047310","Dicotyledon","Fonseca, GV","48","Bahia",NA,"2018","Pedra Branca",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-10-09 11:10:02-03","UFBA","ALCB","04242","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Pinto, GCP","1974","08",NA,"Southern America","Brasil","Recôncavo Sul","-39.1018981933594","-12.6700000762939",NA,NA,"Muito ramificado.; Em campos abertos postos degradados.",NA,NA,"Dicotyledon","Barroso, GM","42.375","Bahia",NA,NA,"Cruz das Almas","14660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-10-09 11:10:02-03","UFBA","ALCB","04244","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, AL","1961","11","02","Southern America","Brasil","Recôncavo Sul","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,"Dicotyledon","Peso, MC","921","Bahia",NA,"1986","Cruz das Almas","14660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-10-09 11:10:02-03","UFBA","ALCB","04245","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, AL","1961","11","02","Southern America","Brasil","Recôncavo Sul","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,"Dicotyledon","Peso, MC","925","Bahia",NA,"1986","Cruz das Almas","14660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-10-09 11:10:02-03","UFBA","ALCB","04246","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, AL","1961","11","02","Southern America","Brasil","Recôncavo Sul","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,"Dicotyledon","Peso, MC","918","Bahia",NA,"1986","Cruz das Almas","14660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-10-09 11:10:02-03","UFBA","ALCB","07168","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Pinto, GCP","1949","03",NA,"Southern America","Brasil","Recôncavo Sul, Escola de Agronomia da Bahia","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,"Dicotyledon","Noblick, LR","s/n","Bahia",NA,"1980","Cruz das Almas","14660","auto","12",NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-10-09 11:10:02-03","UFBA","ALCB","07167","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Pinto, GCP","1954","02",NA,"Southern America","Brasil","Recôncavo Sul, Instituto Agronômico do Leste","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,"Dicotyledon","Noblick, LR","54-33","Bahia",NA,"1980","Cruz das Almas","14660","auto","12",NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-10-09 11:10:02-03","UFBA","ALCB","16374","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Noblick, LR","1983","05","25","Southern America","Brasil","Paraguaçu, Campus da UEFS","-38.9667015075684","-12.2666997909546",NA,NA,"1-1,30 m alt. Flores de corolas liláses.; Comum nos campos.",NA,NA,"Dicotyledon","King, RM; Rob., H","2684","Bahia",NA,"1984","Feira de Santana","46325","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-10-09 11:10:02-03","UFBA","ALCB","106568","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Ogasawara, HA; Roque, N; Alunos de Botânica III","2013","02","23","Southern America","Brasil","Piemonte da Diamantina, Estrada Real, trilha p/ drenagem do Ventura","-41.1561012268066","-11.5500001907349",NA,NA,"ca 1,50 m alt. Folhas discolores; brácteas involucrais verdes; corola alva a lilás; pápus creme.",NA,NA,"Dicotyledon","Ogasawara, HA","338","Bahia",NA,"2013","Morro do Chapéu","98143","auto","02",NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-10-09 11:10:02-03","UFBA","ALCB","102714","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Moura, L; Borges, RL","2011","10","12","Southern America","Brasil","Pousada Monte Azul","-41.3708000183105","-13.0052995681763",NA,NA,"c. 1m, ramos verdes com tricomas vináceos, folhas discolores, brácteas involucrais verdes com ápice vináceo, corola alva, anteras liláses, estilete alvo.",NA,NA,"Dicotyledon","Ogasawara, HA","121","Bahia",NA,"2012","Mucugê","52493","auto","02",NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-10-09 11:10:02-03","UFBA","ALCB","04243","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, AL","1962","09","03","Southern America","Brasil","Recôncavo Sul","-38.7118988037109","-12.5466995239258",NA,NA,NA,NA,NA,"Dicotyledon",NA,"s/n","Bahia",NA,NA,"Santo Amaro","24929","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
